instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,ntemp,ftemp,atemp,natemp,fatemp,hum,nhum,fhum,windspeed,nwindspeed,fwindspeed,casual,registered,cnt,day
12245,2012/5/30,2,1,5,9,0,3,1,2,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.194,12.998,2,23,282,305,1
12246,2012/5/30,2,1,5,10,0,3,1,2,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.2836,19.0012,3,39,138,177,1
12247,2012/5/30,2,1,5,11,0,3,1,2,0.66,27.06,2,0.6212,31.06,3,0.65,65,3,0.194,12.998,2,53,155,208,1
12248,2012/5/30,2,1,5,12,0,3,1,1,0.7,28.7,2,0.6515,32.575,3,0.54,54,2,0,0,0,33,220,253,1
12249,2012/5/30,2,1,5,13,0,3,1,1,0.7,28.7,2,0.6515,32.575,3,0.51,51,2,0,0,0,53,236,289,1
12250,2012/5/30,2,1,5,14,0,3,1,1,0.72,29.52,2,0.6515,32.575,3,0.42,42,2,0.1343,8.9981,1,44,208,252,1
12251,2012/5/30,2,1,5,15,0,3,1,1,0.72,29.52,2,0.6667,33.335,3,0.51,51,2,0.1343,8.9981,1,54,221,275,1
12252,2012/5/30,2,1,5,16,0,3,1,1,0.72,29.52,2,0.6667,33.335,3,0.51,51,2,0.1642,11.0014,2,46,352,398,1
12253,2012/5/30,2,1,5,17,0,3,1,1,0.74,30.34,3,0.6667,33.335,3,0.48,48,2,0.0896,6.0032,1,83,756,839,1
12254,2012/5/30,2,1,5,18,0,3,1,1,0.74,30.34,3,0.6667,33.335,3,0.48,48,2,0.1642,11.0014,2,50,746,796,1
12255,2012/5/30,2,1,5,19,0,3,1,1,0.72,29.52,2,0.6667,33.335,3,0.54,54,2,0.1642,11.0014,2,50,506,556,1
12256,2012/5/30,2,1,5,20,0,3,1,2,0.54,22.14,2,0.5152,25.76,2,0.6,60,3,0.1343,8.9981,1,57,374,431,1
12257,2012/5/30,2,1,5,21,0,3,1,1,0.68,27.88,2,0.6364,31.82,3,0.57,57,2,0.1045,7.0015,1,41,263,304,1
12258,2012/5/30,2,1,5,22,0,3,1,1,0.66,27.06,2,0.6212,31.06,3,0.69,69,3,0.1045,7.0015,1,26,191,217,0
12259,2012/5/30,2,1,5,23,0,3,1,1,0.66,27.06,2,0.6212,31.06,3,0.65,65,3,0.1045,7.0015,1,39,121,160,0
12260,2012/5/31,2,1,5,0,0,4,1,1,0.64,26.24,2,0.6061,30.305,3,0.69,69,3,0.1343,8.9981,1,13,48,61,0
12261,2012/5/31,2,1,5,1,0,4,1,1,0.64,26.24,2,0.6061,30.305,3,0.69,69,3,0.0896,6.0032,1,4,22,26,0
12262,2012/5/31,2,1,5,2,0,4,1,1,0.64,26.24,2,0.6061,30.305,3,0.65,65,3,0.0896,6.0032,1,6,8,14,0
12263,2012/5/31,2,1,5,3,0,4,1,1,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.0896,6.0032,1,0,8,8,0
12264,2012/5/31,2,1,5,4,0,4,1,1,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0,0,0,0,8,8,0
12265,2012/5/31,2,1,5,5,0,4,1,1,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.2537,16.9979,2,1,32,33,0
12266,2012/5/31,2,1,5,6,0,4,1,1,0.6,24.6,2,0.5909,29.545,2,0.73,73,3,0.2239,15.0013,2,7,171,178,0
12267,2012/5/31,2,1,5,7,0,4,1,1,0.6,24.6,2,0.6061,30.305,3,0.64,64,3,0.2836,19.0012,3,18,489,507,1
12268,2012/5/31,2,1,5,8,0,4,1,1,0.62,25.42,2,0.6212,31.06,3,0.57,57,2,0.2537,16.9979,2,18,675,693,1
12269,2012/5/31,2,1,5,9,0,4,1,1,0.66,27.06,2,0.6212,31.06,3,0.47,47,2,0.2537,16.9979,2,47,264,311,1
12270,2012/5/31,2,1,5,10,0,4,1,1,0.7,28.7,2,0.6364,31.82,3,0.39,39,1,0.3881,26.0027,3,65,155,220,1
12271,2012/5/31,2,1,5,11,0,4,1,1,0.72,29.52,2,0.6515,32.575,3,0.37,37,1,0.2836,19.0012,3,65,153,218,1
12272,2012/5/31,2,1,5,12,0,4,1,1,0.72,29.52,2,0.6515,32.575,3,0.37,37,1,0.194,12.998,2,62,230,292,1
12273,2012/5/31,2,1,5,13,0,4,1,1,0.74,30.34,3,0.6515,32.575,3,0.35,35,1,0.1343,8.9981,1,77,216,293,1
12274,2012/5/31,2,1,5,14,0,4,1,1,0.76,31.16,3,0.6667,33.335,3,0.31,31,1,0.194,12.998,2,61,193,254,1
12275,2012/5/31,2,1,5,15,0,4,1,1,0.76,31.16,3,0.6667,33.335,3,0.33,33,1,0.2985,19.9995,3,81,209,290,1
12276,2012/5/31,2,1,5,16,0,4,1,1,0.76,31.16,3,0.6667,33.335,3,0.33,33,1,0.2836,19.0012,3,103,384,487,1
12277,2012/5/31,2,1,5,17,0,4,1,1,0.76,31.16,3,0.6667,33.335,3,0.31,31,1,0.1642,11.0014,2,85,742,827,1
12278,2012/5/31,2,1,5,18,0,4,1,1,0.74,30.34,3,0.6515,32.575,3,0.3,30,1,0.194,12.998,2,85,700,785,1
12279,2012/5/31,2,1,5,19,0,4,1,1,0.72,29.52,2,0.6515,32.575,3,0.34,34,1,0.1642,11.0014,2,104,487,591,1
12280,2012/5/31,2,1,5,20,0,4,1,1,0.68,27.88,2,0.6364,31.82,3,0.44,44,2,0.1642,11.0014,2,88,391,479,1
12281,2012/5/31,2,1,5,21,0,4,1,1,0.68,27.88,2,0.6364,31.82,3,0.44,44,2,0.1642,11.0014,2,41,318,359,1
12282,2012/5/31,2,1,5,22,0,4,1,1,0.66,27.06,2,0.6212,31.06,3,0.5,50,2,0.1642,11.0014,2,43,221,264,0
12283,2012/5/31,2,1,5,23,0,4,1,1,0.66,27.06,2,0.6212,31.06,3,0.54,54,2,0.2239,15.0013,2,26,114,140,0
12284,2012/6/1,2,1,6,0,0,5,1,1,0.66,27.06,2,0.6212,31.06,3,0.5,50,2,0.2537,16.9979,2,10,76,86,0
12285,2012/6/1,2,1,6,1,0,5,1,1,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.2239,15.0013,2,0,34,34,0
12286,2012/6/1,2,1,6,2,0,5,1,1,0.64,26.24,2,0.6212,31.06,3,0.57,57,2,0.2239,15.0013,2,3,13,16,0
12287,2012/6/1,2,1,6,3,0,5,1,2,0.62,25.42,2,0.5909,29.545,2,0.73,73,3,0.0896,6.0032,1,0,4,4,0
12288,2012/6/1,2,1,6,4,0,5,1,2,0.62,25.42,2,0.5909,29.545,2,0.73,73,3,0.0896,6.0032,1,1,5,6,0
12289,2012/6/1,2,1,6,5,0,5,1,2,0.62,25.42,2,0.5909,29.545,2,0.78,78,3,0.0896,6.0032,1,4,41,45,0
12290,2012/6/1,2,1,6,6,0,5,1,3,0.62,25.42,2,0.5606,28.03,2,0.88,88,4,0.1343,8.9981,1,5,136,141,0
12291,2012/6/1,2,1,6,7,0,5,1,2,0.64,26.24,2,0.5758,28.79,2,0.89,89,4,0.194,12.998,2,33,369,402,1
12292,2012/6/1,2,1,6,8,0,5,1,2,0.64,26.24,2,0.5758,28.79,2,0.89,89,4,0.194,12.998,2,19,675,694,1
12293,2012/6/1,2,1,6,9,0,5,1,2,0.64,26.24,2,0.5758,28.79,2,0.83,83,4,0.2239,15.0013,2,24,274,298,1
12294,2012/6/1,2,1,6,10,0,5,1,2,0.66,27.06,2,0.6061,30.305,3,0.78,78,3,0.2836,19.0012,3,49,155,204,1
12295,2012/6/1,2,1,6,11,0,5,1,2,0.7,28.7,2,0.6667,33.335,3,0.74,74,3,0.2836,19.0012,3,42,193,235,1
12296,2012/6/1,2,1,6,12,0,5,1,2,0.7,28.7,2,0.6667,33.335,3,0.74,74,3,0.3582,23.9994,3,72,238,310,1
12297,2012/6/1,2,1,6,13,0,5,1,1,0.72,29.52,2,0.6818,34.09,3,0.7,70,3,0.2985,19.9995,3,76,240,316,1
12298,2012/6/1,2,1,6,14,0,5,1,3,0.72,29.52,2,0.6818,34.09,3,0.66,66,3,0.2836,19.0012,3,55,199,254,1
12299,2012/6/1,2,1,6,15,0,5,1,3,0.72,29.52,2,0.6818,34.09,3,0.66,66,3,0.2836,19.0012,3,45,213,258,1
12300,2012/6/1,2,1,6,16,0,5,1,3,0.74,30.34,3,0.6818,34.09,3,0.58,58,2,0.4478,30.0026,4,36,186,222,1
12301,2012/6/1,2,1,6,17,0,5,1,3,0.7,28.7,2,0.6515,32.575,3,0.7,70,3,0.2537,16.9979,2,25,202,227,1
12302,2012/6/1,2,1,6,18,0,5,1,3,0.62,25.42,2,0.5606,28.03,2,0.88,88,4,0.3582,23.9994,3,10,100,110,1
12303,2012/6/1,2,1,6,19,0,5,1,3,0.62,25.42,2,0.5606,28.03,2,0.88,88,4,0.3582,23.9994,3,4,41,45,1
12304,2012/6/1,2,1,6,20,0,5,1,3,0.62,25.42,2,0.5455,27.275,2,0.94,94,4,0.2537,16.9979,2,1,38,39,1
12305,2012/6/1,2,1,6,21,0,5,1,3,0.64,26.24,2,0.5909,29.545,2,0.78,78,3,0.2537,16.9979,2,12,73,85,1
12306,2012/6/1,2,1,6,22,0,5,1,3,0.6,24.6,2,0.5455,27.275,2,0.88,88,4,0.1343,8.9981,1,1,22,23,0
12307,2012/6/1,2,1,6,23,0,5,1,3,0.6,24.6,2,0.5455,27.275,2,0.88,88,4,0.1343,8.9981,1,6,67,73,0
12308,2012/6/2,2,1,6,0,0,6,0,2,0.56,22.96,2,0.5303,26.515,2,0.83,83,4,0.1343,8.9981,1,5,81,86,0
12309,2012/6/2,2,1,6,1,0,6,0,2,0.56,22.96,2,0.5303,26.515,2,0.83,83,4,0.1045,7.0015,1,15,61,76,0
12310,2012/6/2,2,1,6,2,0,6,0,2,0.54,22.14,2,0.5152,25.76,2,0.88,88,4,0,0,0,3,38,41,0
12311,2012/6/2,2,1,6,3,0,6,0,1,0.56,22.96,2,0.5303,26.515,2,0.73,73,3,0.2537,16.9979,2,8,18,26,0
12312,2012/6/2,2,1,6,4,0,6,0,1,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.2836,19.0012,3,2,11,13,0
12313,2012/6/2,2,1,6,5,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.72,72,3,0.194,12.998,2,1,11,12,0
12314,2012/6/2,2,1,6,6,0,6,0,2,0.5,20.5,2,0.4848,24.24,2,0.77,77,3,0.194,12.998,2,5,31,36,0
12315,2012/6/2,2,1,6,7,0,6,0,1,0.52,21.32,2,0.5,25,2,0.72,72,3,0.1045,7.0015,1,9,77,86,1
12316,2012/6/2,2,1,6,8,0,6,0,1,0.54,22.14,2,0.5152,25.76,2,0.64,64,3,0.1642,11.0014,2,30,180,210,1
12317,2012/6/2,2,1,6,9,0,6,0,1,0.56,22.96,2,0.5303,26.515,2,0.6,60,3,0.2537,16.9979,2,89,243,332,1
12318,2012/6/2,2,1,6,10,0,6,0,1,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.2985,19.9995,3,145,348,493,1
12319,2012/6/2,2,1,6,11,0,6,0,1,0.58,23.78,2,0.5455,27.275,2,0.46,46,2,0.2836,19.0012,3,179,357,536,1
12320,2012/6/2,2,1,6,12,0,6,0,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.3582,23.9994,3,250,418,668,1
12321,2012/6/2,2,1,6,13,0,6,0,1,0.62,25.42,2,0.6212,31.06,3,0.41,41,2,0.2537,16.9979,2,279,400,679,1
12322,2012/6/2,2,1,6,14,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0.2985,19.9995,3,259,388,647,1
12323,2012/6/2,2,1,6,15,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0.2537,16.9979,2,297,405,702,1
12324,2012/6/2,2,1,6,16,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0.2537,16.9979,2,275,369,644,1
12325,2012/6/2,2,1,6,17,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.36,36,1,0,0,0,248,338,586,1
12326,2012/6/2,2,1,6,18,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.36,36,1,0,0,0,171,341,512,1
12327,2012/6/2,2,1,6,19,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.36,36,1,0.1642,11.0014,2,185,369,554,1
12328,2012/6/2,2,1,6,20,0,6,0,1,0.62,25.42,2,0.6212,31.06,3,0.35,35,1,0.2836,19.0012,3,139,260,399,1
12329,2012/6/2,2,1,6,21,0,6,0,1,0.6,24.6,2,0.6212,31.06,3,0.4,40,2,0.1045,7.0015,1,96,220,316,1
12330,2012/6/2,2,1,6,22,0,6,0,1,0.58,23.78,2,0.5455,27.275,2,0.46,46,2,0.1343,8.9981,1,52,176,228,0
12331,2012/6/2,2,1,6,23,0,6,0,1,0.56,22.96,2,0.5303,26.515,2,0.52,52,2,0.1045,7.0015,1,53,185,238,0
12332,2012/6/3,2,1,6,0,0,0,0,1,0.54,22.14,2,0.5152,25.76,2,0.6,60,3,0.1642,11.0014,2,27,142,169,0
12333,2012/6/3,2,1,6,1,0,0,0,1,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.1343,8.9981,1,21,100,121,0
12334,2012/6/3,2,1,6,2,0,0,0,1,0.52,21.32,2,0.5,25,2,0.59,59,2,0.1045,7.0015,1,22,67,89,0
12335,2012/6/3,2,1,6,3,0,0,0,1,0.52,21.32,2,0.5,25,2,0.63,63,3,0.1045,7.0015,1,16,34,50,0
12336,2012/6/3,2,1,6,4,0,0,0,1,0.5,20.5,2,0.4848,24.24,2,0.72,72,3,0.0896,6.0032,1,1,12,13,0
12337,2012/6/3,2,1,6,5,0,0,0,1,0.5,20.5,2,0.4848,24.24,2,0.68,68,3,0,0,0,1,11,12,0
12338,2012/6/3,2,1,6,6,0,0,0,1,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0.1045,7.0015,1,6,16,22,0
12339,2012/6/3,2,1,6,7,0,0,0,1,0.5,20.5,2,0.4848,24.24,2,0.68,68,3,0.1045,7.0015,1,6,29,35,1
12340,2012/6/3,2,1,6,8,0,0,0,1,0.54,22.14,2,0.5152,25.76,2,0.6,60,3,0.0896,6.0032,1,30,110,140,1
12341,2012/6/3,2,1,6,9,0,0,0,1,0.6,24.6,2,0.6212,31.06,3,0.46,46,2,0.194,12.998,2,70,230,300,1
12342,2012/6/3,2,1,6,10,0,0,0,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.2239,15.0013,2,127,277,404,1
12343,2012/6/3,2,1,6,11,0,0,0,1,0.64,26.24,2,0.6212,31.06,3,0.41,41,2,0.2537,16.9979,2,199,312,511,1
12344,2012/6/3,2,1,6,12,0,0,0,1,0.66,27.06,2,0.6212,31.06,3,0.39,39,1,0.2985,19.9995,3,276,408,684,1
12345,2012/6/3,2,1,6,13,0,0,0,1,0.68,27.88,2,0.6364,31.82,3,0.36,36,1,0.2836,19.0012,3,265,421,686,1
12346,2012/6/3,2,1,6,14,0,0,0,1,0.68,27.88,2,0.6364,31.82,3,0.36,36,1,0.3284,22.0028,3,267,411,678,1
12347,2012/6/3,2,1,6,15,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.34,34,1,0,0,0,236,408,644,1
12348,2012/6/3,2,1,6,16,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.34,34,1,0.2985,19.9995,3,226,436,662,1
12349,2012/6/3,2,1,6,17,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.34,34,1,0.2537,16.9979,2,192,386,578,1
12350,2012/6/3,2,1,6,18,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.34,34,1,0.2537,16.9979,2,153,343,496,1
12351,2012/6/3,2,1,6,19,0,0,0,1,0.68,27.88,2,0.6364,31.82,3,0.34,34,1,0.2836,19.0012,3,116,337,453,1
12352,2012/6/3,2,1,6,20,0,0,0,1,0.66,27.06,2,0.6212,31.06,3,0.39,39,1,0.194,12.998,2,84,230,314,1
12353,2012/6/3,2,1,6,21,0,0,0,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.1642,11.0014,2,66,180,246,1
12354,2012/6/3,2,1,6,22,0,0,0,1,0.62,25.42,2,0.6212,31.06,3,0.5,50,2,0.3881,26.0027,3,61,165,226,0
12355,2012/6/3,2,1,6,23,0,0,0,1,0.58,23.78,2,0.5455,27.275,2,0.53,53,2,0.1045,7.0015,1,26,82,108,0
12356,2012/6/4,2,1,6,0,0,1,1,1,0.58,23.78,2,0.5455,27.275,2,0.53,53,2,0,0,0,11,38,49,0
12357,2012/6/4,2,1,6,1,0,1,1,3,0.56,22.96,2,0.5303,26.515,2,0.6,60,3,0.1642,11.0014,2,4,10,14,0
12358,2012/6/4,2,1,6,2,0,1,1,1,0.56,22.96,2,0.5303,26.515,2,0.6,60,3,0.2239,15.0013,2,1,10,11,0
12359,2012/6/4,2,1,6,3,0,1,1,2,0.56,22.96,2,0.5303,26.515,2,0.6,60,3,0.1642,11.0014,2,0,5,5,0
12360,2012/6/4,2,1,6,4,0,1,1,1,0.54,22.14,2,0.5152,25.76,2,0.64,64,3,0.0896,6.0032,1,2,6,8,0
12361,2012/6/4,2,1,6,5,0,1,1,1,0.52,21.32,2,0.5,25,2,0.68,68,3,0,0,0,2,33,35,0
12362,2012/6/4,2,1,6,6,0,1,1,1,0.52,21.32,2,0.5,25,2,0.68,68,3,0,0,0,4,135,139,0
12363,2012/6/4,2,1,6,7,0,1,1,1,0.56,22.96,2,0.5303,26.515,2,0.6,60,3,0.2239,15.0013,2,13,504,517,1
12364,2012/6/4,2,1,6,8,0,1,1,1,0.6,24.6,2,0.6212,31.06,3,0.49,49,2,0.2239,15.0013,2,22,643,665,1
12365,2012/6/4,2,1,6,9,0,1,1,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.2836,19.0012,3,38,244,282,1
12366,2012/6/4,2,1,6,10,0,1,1,1,0.64,26.24,2,0.6212,31.06,3,0.41,41,2,0.4627,31.0009,4,67,120,187,1
12367,2012/6/4,2,1,6,11,0,1,1,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0.4925,32.9975,4,71,168,239,1
12368,2012/6/4,2,1,6,12,0,1,1,1,0.64,26.24,2,0.6212,31.06,3,0.41,41,2,0.4478,30.0026,4,62,220,282,1
12369,2012/6/4,2,1,6,13,0,1,1,1,0.64,26.24,2,0.6212,31.06,3,0.41,41,2,0.3582,23.9994,3,85,189,274,1
12370,2012/6/4,2,1,6,14,0,1,1,1,0.62,25.42,2,0.6212,31.06,3,0.41,41,2,0.4925,32.9975,4,84,186,270,1
12371,2012/6/4,2,1,6,15,0,1,1,1,0.66,27.06,2,0.6212,31.06,3,0.39,39,1,0.2985,19.9995,3,77,215,292,1
12372,2012/6/4,2,1,6,16,0,1,1,1,0.66,27.06,2,0.6212,31.06,3,0.39,39,1,0.4627,31.0009,4,73,375,448,1
12373,2012/6/4,2,1,6,17,0,1,1,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0.4478,30.0026,4,101,733,834,1
12374,2012/6/4,2,1,6,18,0,1,1,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0.3881,26.0027,3,103,719,822,1
12375,2012/6/4,2,1,6,19,0,1,1,1,0.62,25.42,2,0.6212,31.06,3,0.38,38,1,0.4179,27.9993,3,91,554,645,1
12376,2012/6/4,2,1,6,20,0,1,1,1,0.6,24.6,2,0.6212,31.06,3,0.4,40,2,0.3582,23.9994,3,71,390,461,1
12377,2012/6/4,2,1,6,21,0,1,1,1,0.58,23.78,2,0.5455,27.275,2,0.49,49,2,0.2537,16.9979,2,40,225,265,1
12378,2012/6/4,2,1,6,22,0,1,1,1,0.56,22.96,2,0.5303,26.515,2,0.52,52,2,0.2836,19.0012,3,41,127,168,0
12379,2012/6/4,2,1,6,23,0,1,1,1,0.58,23.78,2,0.5455,27.275,2,0.49,49,2,0.2985,19.9995,3,8,78,86,0
12380,2012/6/5,2,1,6,0,0,2,1,1,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.4179,27.9993,3,6,28,34,0
12381,2012/6/5,2,1,6,1,0,2,1,2,0.52,21.32,2,0.5,25,2,0.77,77,3,0.3284,22.0028,3,2,18,20,0
12382,2012/6/5,2,1,6,2,0,2,1,3,0.52,21.32,2,0.5,25,2,0.72,72,3,0.2985,19.9995,3,0,8,8,0
12383,2012/6/5,2,1,6,3,0,2,1,3,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.194,12.998,2,0,5,5,0
12384,2012/6/5,2,1,6,4,0,2,1,3,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.194,12.998,2,1,4,5,0
12385,2012/6/5,2,1,6,5,0,2,1,3,0.48,19.68,1,0.4697,23.485,2,0.82,82,4,0.1642,11.0014,2,1,35,36,0
12386,2012/6/5,2,1,6,6,0,2,1,1,0.48,19.68,1,0.4697,23.485,2,0.82,82,4,0.2537,16.9979,2,7,177,184,0
12387,2012/6/5,2,1,6,7,0,2,1,1,0.48,19.68,1,0.4697,23.485,2,0.77,77,3,0.2985,19.9995,3,29,540,569,1
12388,2012/6/5,2,1,6,8,0,2,1,2,0.48,19.68,1,0.4697,23.485,2,0.77,77,3,0.2239,15.0013,2,30,680,710,1
12389,2012/6/5,2,1,6,9,0,2,1,2,0.52,21.32,2,0.5,25,2,0.72,72,3,0.2537,16.9979,2,50,285,335,1
12390,2012/6/5,2,1,6,10,0,2,1,2,0.52,21.32,2,0.5,25,2,0.63,63,3,0.2985,19.9995,3,58,118,176,1
12391,2012/6/5,2,1,6,11,0,2,1,2,0.56,22.96,2,0.5303,26.515,2,0.56,56,2,0.194,12.998,2,65,162,227,1
12392,2012/6/5,2,1,6,12,0,2,1,2,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.2239,15.0013,2,45,202,247,1
12393,2012/6/5,2,1,6,13,0,2,1,2,0.6,24.6,2,0.6212,31.06,3,0.46,46,2,0.1642,11.0014,2,66,201,267,1
12394,2012/6/5,2,1,6,14,0,2,1,2,0.58,23.78,2,0.5455,27.275,2,0.46,46,2,0.1642,11.0014,2,82,194,276,1
12395,2012/6/5,2,1,6,15,0,2,1,2,0.58,23.78,2,0.5455,27.275,2,0.46,46,2,0.1343,8.9981,1,54,218,272,1
12396,2012/6/5,2,1,6,16,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0.194,12.998,2,91,382,473,1
12397,2012/6/5,2,1,6,17,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0,0,0,86,764,850,1
12398,2012/6/5,2,1,6,18,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0.194,12.998,2,111,679,790,1
12399,2012/6/5,2,1,6,19,0,2,1,1,0.58,23.78,2,0.5455,27.275,2,0.46,46,2,0.2537,16.9979,2,68,445,513,1
12400,2012/6/5,2,1,6,20,0,2,1,1,0.56,22.96,2,0.5303,26.515,2,0.49,49,2,0.2239,15.0013,2,44,371,415,1
12401,2012/6/5,2,1,6,21,0,2,1,1,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.1642,11.0014,2,30,253,283,1
12402,2012/6/5,2,1,6,22,0,2,1,1,0.56,22.96,2,0.5303,26.515,2,0.52,52,2,0.1045,7.0015,1,22,171,193,0
12403,2012/6/5,2,1,6,23,0,2,1,1,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.0896,6.0032,1,20,93,113,0
12404,2012/6/6,2,1,6,0,0,3,1,1,0.52,21.32,2,0.5,25,2,0.59,59,2,0.0896,6.0032,1,3,46,49,0
12405,2012/6/6,2,1,6,1,0,3,1,1,0.52,21.32,2,0.5,25,2,0.68,68,3,0,0,0,6,21,27,0
12406,2012/6/6,2,1,6,2,0,3,1,1,0.5,20.5,2,0.4848,24.24,2,0.68,68,3,0,0,0,4,7,11,0
12407,2012/6/6,2,1,6,3,0,3,1,1,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0,0,0,0,8,8,0
12408,2012/6/6,2,1,6,4,0,3,1,1,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0.1045,7.0015,1,3,7,10,0
12409,2012/6/6,2,1,6,5,0,3,1,1,0.48,19.68,1,0.4697,23.485,2,0.77,77,3,0,0,0,1,37,38,0
12410,2012/6/6,2,1,6,6,0,3,1,1,0.48,19.68,1,0.4697,23.485,2,0.77,77,3,0,0,0,7,165,172,0
12411,2012/6/6,2,1,6,7,0,3,1,1,0.5,20.5,2,0.4848,24.24,2,0.72,72,3,0,0,0,16,531,547,1
12412,2012/6/6,2,1,6,8,0,3,1,1,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0,0,0,31,637,668,1
12413,2012/6/6,2,1,6,9,0,3,1,1,0.56,22.96,2,0.5303,26.515,2,0.6,60,3,0.0896,6.0032,1,35,268,303,1
12414,2012/6/6,2,1,6,10,0,3,1,1,0.6,24.6,2,0.6212,31.06,3,0.46,46,2,0.0896,6.0032,1,55,148,203,1
12415,2012/6/6,2,1,6,11,0,3,1,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.0896,6.0032,1,65,161,226,1
12416,2012/6/6,2,1,6,12,0,3,1,1,0.62,25.42,2,0.6212,31.06,3,0.38,38,1,0,0,0,80,235,315,1
12417,2012/6/6,2,1,6,13,0,3,1,1,0.62,25.42,2,0.6212,31.06,3,0.41,41,2,0.0896,6.0032,1,73,230,303,1
12418,2012/6/6,2,1,6,14,0,3,1,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0,0,0,111,191,302,1
12419,2012/6/6,2,1,6,15,0,3,1,1,0.64,26.24,2,0.6212,31.06,3,0.38,38,1,0,0,0,75,225,300,1
12420,2012/6/6,2,1,6,16,0,3,1,1,0.64,26.24,2,0.6212,31.06,3,0.41,41,2,0.1343,8.9981,1,107,345,452,1
12421,2012/6/6,2,1,6,17,0,3,1,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.1343,8.9981,1,72,652,724,1
12422,2012/6/6,2,1,6,18,0,3,1,3,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.194,12.998,2,94,688,782,1
12423,2012/6/6,2,1,6,19,0,3,1,1,0.56,22.96,2,0.5303,26.515,2,0.73,73,3,0.2985,19.9995,3,52,486,538,1
12424,2012/6/6,2,1,6,20,0,3,1,1,0.54,22.14,2,0.5152,25.76,2,0.73,73,3,0.2836,19.0012,3,59,349,408,1
12425,2012/6/6,2,1,6,21,0,3,1,1,0.54,22.14,2,0.5152,25.76,2,0.73,73,3,0.1642,11.0014,2,38,260,298,1
12426,2012/6/6,2,1,6,22,0,3,1,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.0896,6.0032,1,27,221,248,0
12427,2012/6/6,2,1,6,23,0,3,1,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0,0,0,13,110,123,0
12428,2012/6/7,2,1,6,0,0,4,1,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.1343,8.9981,1,9,50,59,0
12429,2012/6/7,2,1,6,1,0,4,1,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.1642,11.0014,2,5,17,22,0
12430,2012/6/7,2,1,6,2,0,4,1,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.0896,6.0032,1,0,12,12,0
12431,2012/6/7,2,1,6,3,0,4,1,1,0.5,20.5,2,0.4848,24.24,2,0.77,77,3,0.1045,7.0015,1,0,5,5,0
12432,2012/6/7,2,1,6,4,0,4,1,1,0.46,18.86,1,0.4545,22.725,2,0.88,88,4,0.1045,7.0015,1,0,6,6,0
